id,Amikacin,Capreomycin,Ciprofloxacin,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Moxifloxacin,Ofloxacin,Prothionamide,Pyrazinamide,Rifampicin,Streptomycin
ERR1873514,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873515,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873516,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873517,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
ERR1873518,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873519,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873520,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873521,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873522,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
ERR1873523,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873524,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873525,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0
ERR1873526,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873527,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
ERR1873528,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873529,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873530,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873531,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0
ERR1873532,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
ERR1873533,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873534,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0
ERR1873535,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0
ERR1873536,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873537,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0
ERR1873538,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873539,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873540,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0
ERR1873541,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873542,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
ERR1873543,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0
ERR1873544,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
ERR1873545,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
ERR1873546,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
ERR1873547,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873548,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
ERR1873550,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0
ERR1873551,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873552,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873553,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0
ERR1873554,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
ERR1873555,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0
ERR1873556,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
ERR1873557,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0
ERR1873558,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0
ERR1873559,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0
ERR1873560,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
ERR1873561,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873562,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
ERR1873563,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0
ERR1873564,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
ERR1873565,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0
ERR190328,,,,,,0.0,,,,,,0.0,
ERR190329,,,,,,0.0,,,,,,0.0,
ERR190330,,,,,,0.0,,,,,,0.0,
ERR190333,,,,,,0.0,,,,,,0.0,
ERR190334,,,,,,0.0,,,,,,0.0,
ERR190335,,,,,,0.0,,,,,,0.0,
ERR190336,,,,,,0.0,,,,,,0.0,
ERR190337,,,,,,0.0,,,,,,0.0,
ERR190338,,,,,,0.0,,,,,,0.0,
ERR190341,,,,,,0.0,,,,,,0.0,
ERR190342,,,,,,0.0,,,,,,0.0,
ERR190344,,,,,,0.0,,,,,,0.0,
ERR190345,,,,,,0.0,,,,,0.0,0.0,
ERR190346,,,,,,0.0,,,,,,0.0,
ERR190347,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR190348,,,,,,0.0,,,,,,0.0,
ERR190349,,,,,,0.0,,,,,,0.0,
ERR190352,,,,,,0.0,,,,,0.0,0.0,
ERR190353,,,,,,0.0,,,,,,0.0,
ERR190354,,,,,,0.0,,,,,,0.0,
ERR190355,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR190356,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR190357,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR190358,,,,0.0,,1.0,,,,,0.0,0.0,1.0
ERR190359,,,,,,0.0,,,,,,0.0,
ERR190360,,,,,,0.0,,,,,,0.0,
ERR190361,,,,,,0.0,,,,,0.0,0.0,
ERR190362,,,,,,0.0,,,,,,0.0,
ERR190363,,,,,,0.0,,,,,,0.0,
ERR190364,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR190365,,,,0.0,,1.0,,,,,0.0,0.0,1.0
ERR190366,,,,,,0.0,,,,,,0.0,
ERR190368,,,,,,0.0,,,,,0.0,0.0,
ERR190369,,,,,,0.0,,,,,,0.0,
ERR190371,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR190372,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR190373,,,,,,0.0,,,,,,0.0,
ERR190374,,,,,,0.0,,,,,,0.0,
ERR190375,,,,,,0.0,,,,,,0.0,
ERR190376,,,,,,0.0,,,,,,0.0,
ERR190377,,,,,,0.0,,,,,,0.0,
ERR190378,,,,,,0.0,,,,,,0.0,
ERR190381,,,,,,0.0,,,,,,0.0,
ERR190382,,,,,,0.0,,,,,,0.0,
ERR190383,,,,,,0.0,,,,,,0.0,
ERR190384,,,,,,0.0,,,,,,0.0,
ERR190385,,,,,,0.0,,,,,,0.0,
ERR190386,,,,,,0.0,,,,,,0.0,
ERR190387,,,,,,0.0,,,,,,0.0,
ERR190389,,,,,,0.0,,,,,,0.0,
ERR190390,,,,,,0.0,,,,,,0.0,
ERR190391,,,,,,0.0,,,,,,0.0,
ERR190392,,,,,,0.0,,,,,,0.0,
ERR190393,,,,0.0,,1.0,,,,,0.0,0.0,1.0
ERR190394,,,,,,0.0,,,,,,0.0,
ERR190395,,,,,,0.0,,,,,,0.0,
ERR190396,,,,,,0.0,,,,,,0.0,
ERR190397,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR190398,,,,,,0.0,,,,,,0.0,
ERR190399,,,,,,0.0,,,,,,0.0,
ERR190402,,,,,,0.0,,,,,,0.0,
ERR190403,,,,,,0.0,,,,,,0.0,
ERR190404,,,,,,0.0,,,,,,0.0,
ERR190405,,,,,,0.0,,,,,,0.0,
ERR190406,,,,,,0.0,,,,,,0.0,
ERR190407,,,,,,0.0,,,,,,0.0,
ERR190408,,,,,,0.0,,,,,,0.0,
ERR190409,,,,,,0.0,,,,,,0.0,
ERR190410,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR211990,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR211991,,,,,,0.0,,,,,,0.0,
ERR211993,,,,,,0.0,,,,,,0.0,
ERR211994,,,,,,0.0,,,,,,0.0,
ERR211997,,,,,,0.0,,,,,,0.0,
ERR211998,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR211999,,,,,,0.0,,,,,,0.0,
ERR212000,,,,,,0.0,,,,,,0.0,
ERR212002,,,,,,0.0,,,,,,0.0,
ERR212003,,,,,,0.0,,,,,,0.0,
ERR212004,,,,,,0.0,,,,,,0.0,
ERR212005,,,,,,0.0,,,,,,0.0,
ERR212006,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR212007,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212008,,,,0.0,,1.0,,,,,,0.0,1.0
ERR212009,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212010,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212011,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212012,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212013,,,,,,0.0,,,,,,0.0,
ERR212017,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR212019,,,,,,0.0,,,,,,0.0,
ERR212020,,,,,,0.0,,,,,,0.0,
ERR212021,,,,0.0,,1.0,,,,,0.0,1.0,0.0
ERR212022,,,,,,0.0,,,,,,0.0,
ERR212024,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212025,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR212027,,,,,,0.0,,,,,,0.0,
ERR212028,,,,,,0.0,,,,,,0.0,
ERR212029,,,,,,0.0,,,,,,0.0,
ERR212030,,,,,,0.0,,,,,,0.0,
ERR212031,,,,,,0.0,,,,,,0.0,
ERR212032,,,,,,0.0,,,,,,0.0,
ERR212036,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR212037,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212038,,,,,,0.0,,,,,,0.0,
ERR212039,,,,,,0.0,,,,,,0.0,
ERR212040,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212041,,,,,,0.0,,,,,,0.0,
ERR212043,,,,,,0.0,,,,,,0.0,
ERR212044,,,,,,0.0,,,,,,0.0,
ERR212045,,,,,,0.0,,,,,,0.0,
ERR212046,,,,,,0.0,,,,,,0.0,
ERR212047,,,,,,0.0,,,,,,0.0,
ERR212048,,,,,,0.0,,,,,,0.0,
ERR212049,,,,,,0.0,,,,,,0.0,
ERR212050,,,,,,0.0,,,,,,0.0,
ERR212053,,,,,,0.0,,,,,,0.0,
ERR212054,,,,0.0,,1.0,,,,,0.0,0.0,1.0
ERR212055,,,,,,0.0,,,,,,0.0,
ERR212057,,,,,,0.0,,,,,,0.0,
ERR212058,,,,1.0,,1.0,,,,,0.0,0.0,0.0
ERR212059,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR212063,,,,,,0.0,,,,,,0.0,
ERR212064,,,,,,0.0,,,,,,0.0,
ERR212066,,,,,,0.0,,,,,,0.0,
ERR212067,,,,,,0.0,,,,,,0.0,
ERR212068,,,,,,0.0,,,,,,0.0,
ERR212069,,,,,,0.0,,,,,,0.0,
ERR212071,,,,,,0.0,,,,,,0.0,
ERR212072,,,,,,0.0,,,,,,0.0,
ERR212073,,,,,,0.0,,,,,,0.0,
ERR212077,,,,,,0.0,,,,,,0.0,
ERR212078,,,,,,1.0,,,,,0.0,0.0,0.0
ERR212079,,,,,,0.0,,,,,,0.0,
ERR212080,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212083,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212084,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212085,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212086,,,,0.0,,0.0,,,,,,0.0,0.0
ERR212087,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212088,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR212089,,,,,,0.0,,,,,,0.0,
ERR212090,,,,,,0.0,,,,,0.0,0.0,
ERR212092,,,,,,0.0,,,,,,0.0,
ERR212093,,,,,,0.0,,,,,,0.0,
ERR212094,,,,,,0.0,,,,,0.0,0.0,
ERR212095,,,,,,0.0,,,,,,0.0,
ERR212096,,,,,,0.0,,,,,,0.0,
ERR212097,,,,,,0.0,,,,,0.0,0.0,
ERR212098,,,,,,0.0,,,,,,0.0,
ERR212099,,,,,,0.0,,,,,,0.0,
ERR212100,,,,,,0.0,,,,,,0.0,
ERR212101,,,,,,0.0,,,,,,0.0,
ERR212102,,,,,,0.0,,,,,0.0,0.0,
ERR212103,,,,,,0.0,,,,,,0.0,
ERR212104,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212105,,,,0.0,,1.0,,,,,0.0,0.0,1.0
ERR212106,,,,,,0.0,,,,,0.0,0.0,
ERR212107,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212108,,,,,,0.0,,,,,,0.0,
ERR212110,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212111,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212112,,,,,,0.0,,,,,0.0,0.0,
ERR212113,,,,0.0,,0.0,,,,,,0.0,0.0
ERR212114,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212115,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212116,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR212117,,,,,,0.0,,,,,,0.0,
ERR212119,,,,,,0.0,,,,,,0.0,
ERR212120,,,,,,0.0,,,,,,0.0,
ERR212122,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR212124,,,,,,0.0,,,,,,0.0,
ERR212126,,,,,,0.0,,,,,,0.0,
ERR212127,,,,,,1.0,,,,,0.0,0.0,0.0
ERR212128,,,,,,0.0,,,,,,0.0,
ERR212129,,,,,,0.0,,,,,,0.0,
ERR212131,,,,,,0.0,,,,,,0.0,
ERR212132,,,,,,0.0,,,,,,0.0,
ERR212133,,,,,,0.0,,,,,,0.0,
ERR212134,,,,,,0.0,,,,,,0.0,
ERR212135,,,,,,0.0,,,,,,0.0,
ERR212136,,,,,,0.0,,,,,,0.0,
ERR212137,,,,,,0.0,,,,,,0.0,
ERR212140,,,,,,0.0,,,,,,0.0,
ERR212141,,,,,,0.0,,,,,,0.0,
ERR212144,,,,,,0.0,,,,,,0.0,
ERR212145,,,,,,0.0,,,,,,0.0,
ERR212146,,,,0.0,,1.0,,,,,0.0,0.0,
ERR212147,,,,,,0.0,,,,,,0.0,
ERR212149,,,,,,0.0,,,,,,0.0,
ERR212153,,,,,,0.0,,,,,,0.0,
ERR212154,,,,,,0.0,,,,,,0.0,
ERR212156,,,,,,0.0,,,,,,0.0,
ERR212157,,,,,,0.0,,,,,,0.0,
ERR212159,,,,,,0.0,,,,,,0.0,
ERR212161,,,,,,0.0,,,,,,0.0,
ERR212163,,,,,,0.0,,,,,,0.0,
ERR212164,,,,,,0.0,,,,,,0.0,
ERR212165,,,,,,0.0,,,,,,0.0,
ERR212175,,,,,,0.0,,,,,,0.0,
ERR212176,,,,,,0.0,,,,,,0.0,
ERR212177,,,,,,0.0,,,,,,0.0,
ERR212178,,,,,,0.0,,,,,,0.0,
ERR212179,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR212180,,,,,,0.0,,,,,,0.0,
ERR212181,,,,,,0.0,,,,,,0.0,
ERR2124075,,,,0.0,,1.0,,,,,,1.0,0.0
ERR2124076,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2124077,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2124078,,,,1.0,,1.0,,,,,,1.0,0.0
ERR2124079,,,,1.0,,1.0,,,,,,1.0,0.0
ERR2124080,,,,1.0,,1.0,,,,,,1.0,0.0
ERR2124081,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2124082,,,,1.0,,1.0,,,,,,1.0,0.0
ERR2124083,,,,0.0,,1.0,,,,,,1.0,0.0
ERR2124084,,,,0.0,,0.0,,,,,,1.0,1.0
ERR2124085,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2124086,,,,0.0,,1.0,,,,,,1.0,1.0
ERR2124087,,,,0.0,,1.0,,,,,,0.0,1.0
ERR2124088,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2124089,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2124090,,,,1.0,,1.0,,,,,,1.0,0.0
ERR2124091,,,,0.0,,1.0,,,,,,0.0,1.0
ERR2124092,,,,0.0,,1.0,,,,,,0.0,1.0
ERR2124093,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2124094,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2124095,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2124096,,,,0.0,,1.0,,,,,,1.0,1.0
ERR2124097,,,,1.0,,1.0,,,,,,0.0,1.0
ERR2124098,,,,0.0,,1.0,,,,,,1.0,0.0
ERR2124099,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2124100,,,,0.0,,0.0,,,,,,0.0,1.0
ERR2124101,,,,0.0,,1.0,,,,,,0.0,1.0
ERR2124102,,,,0.0,,0.0,,,,,,0.0,1.0
ERR2124103,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2124104,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2124105,,,,0.0,,1.0,,,,,,0.0,0.0
ERR2124106,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2124107,,,,1.0,,0.0,,,,,,1.0,0.0
ERR2124108,,,,1.0,,1.0,,,,,,1.0,1.0
ERR2145485,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145486,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145487,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145488,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145489,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145490,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145491,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145492,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145493,,,,0.0,,1.0,,,,,,1.0,0.0
ERR2145494,,,,0.0,,1.0,,,,,,0.0,0.0
ERR2145495,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145496,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145497,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145498,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145499,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145500,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145501,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145502,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145503,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145504,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145505,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145506,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145507,,,,0.0,,1.0,,,,,,1.0,0.0
ERR2145508,,,,0.0,,0.0,,,,,,1.0,0.0
ERR2145509,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145510,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145511,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145512,,,,0.0,,1.0,,,,,,1.0,1.0
ERR2145513,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145514,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145515,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145516,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145517,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145518,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145519,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145520,,,,1.0,,1.0,,,,,,1.0,0.0
ERR2145521,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145522,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145523,,,,0.0,,0.0,,,,,,0.0,0.0
ERR2145524,,,,0.0,,1.0,,,,,,1.0,1.0
ERR216900,,,,,,0.0,,,,,,0.0,
ERR216902,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR216903,,,,,,0.0,,,,,0.0,0.0,
ERR216905,,,,,,0.0,,,,,,0.0,
ERR216907,,,,,,0.0,,,,,,0.0,
ERR216908,,,,,,0.0,,,,,,0.0,
ERR216909,,,,,,0.0,,,,,,0.0,
ERR216911,,,,,,0.0,,,,,,0.0,
ERR216912,,,,,,0.0,,,,,,0.0,
ERR216913,,,,,,0.0,,,,,,0.0,
ERR216914,,,,,,0.0,,,,,,0.0,
ERR216915,,,,,,0.0,,,,,,0.0,
ERR216916,,,,,,0.0,,,,,,0.0,
ERR216917,,,,,,0.0,,,,,,0.0,
ERR216920,,,,,,0.0,,,,,,0.0,
ERR216921,,,,,,0.0,,,,,,0.0,
ERR216922,,,,,,0.0,,,,,,0.0,
ERR216923,,,,,,0.0,,,,,,0.0,
ERR216924,,,,,,0.0,,,,,,0.0,
ERR216925,,,,,,0.0,,,,,,0.0,
ERR216926,,,,,,0.0,,,,,,0.0,
ERR216931,,,,,,0.0,,,,,,0.0,
ERR216935,,,,,,0.0,,,,,,0.0,
ERR216936,,,,,,0.0,,,,,,0.0,
ERR216937,,,,,,0.0,,,,,,0.0,
ERR216939,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR216940,,,,,,0.0,,,,,,0.0,
ERR216942,,,,,,0.0,,,,,,0.0,
ERR216943,,,,,,0.0,,,,,,0.0,
ERR216945,,,,,,0.0,,,,,,0.0,
ERR216958,,,,,,0.0,,,,,,0.0,
ERR216968,,,,,,0.0,,,,,,0.0,
ERR216979,,,,,,0.0,,,,,,0.0,
ERR216980,,,,,,0.0,,,,,,0.0,
ERR216982,,,,,,0.0,,,,,,0.0,
ERR221524,,,,,,0.0,,,,,,0.0,
ERR221525,,,,0.0,,0.0,,,,,,0.0,0.0
ERR221526,,,,0.0,,0.0,,,,,,0.0,0.0
ERR221528,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR221529,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR221531,,,,,,0.0,,,,,,0.0,
ERR221532,,,,,,0.0,,,,,,0.0,
ERR221533,,,,,,0.0,,,,,,0.0,
ERR221534,,,,,,0.0,,,,,,0.0,
ERR221535,,,,,,0.0,,,,,,0.0,
ERR221538,,,,,,0.0,,,,,,0.0,
ERR221539,,,,,,0.0,,,,,,0.0,
ERR221540,,,,,,0.0,,,,,,0.0,
ERR221542,,,,,,0.0,,,,,,0.0,
ERR221545,,,,,,0.0,,,,,,0.0,
ERR221546,,,,,,0.0,,,,,,0.0,
ERR221547,,,,,,0.0,,,,,,0.0,
ERR221548,,,,,,0.0,,,,,,0.0,
ERR221553,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR221554,,,,,,0.0,,,,,,0.0,
ERR221555,,,,,,0.0,,,,,,0.0,
ERR221556,,,,,,0.0,,,,,,0.0,
ERR221557,,,,,,0.0,,,,,,0.0,
ERR221560,,,,,,0.0,,,,,,0.0,
ERR221561,,,,,,0.0,,,,,,0.0,
ERR221562,,,,,,0.0,,,,,,0.0,
ERR221563,,,,,,0.0,,,,,,0.0,
ERR221565,,,,,,0.0,,,,,,0.0,
ERR221566,,,,,,0.0,,,,,,0.0,
ERR221567,,,,,,0.0,,,,,0.0,0.0,
ERR221569,,,,,,0.0,,,,,,0.0,
ERR221570,,,,,,0.0,,,,,0.0,0.0,
ERR221571,,,,,,0.0,,,,,,0.0,
ERR221572,,,,,,0.0,,,,,,0.0,
ERR221573,,,,,,0.0,,,,,,0.0,
ERR221576,,,,,,0.0,,,,,,0.0,
ERR221578,,,,,,0.0,,,,,,0.0,
ERR221579,,,,,,0.0,,,,,,0.0,
ERR221580,,,,,,0.0,,,,,,0.0,
ERR221581,,,,,,0.0,,,,,,0.0,
ERR221582,,,,,,0.0,,,,,,0.0,
ERR221584,,,,,,0.0,,,,,,0.0,
ERR221587,,,,,,0.0,,,,,,0.0,
ERR221588,,,,,,0.0,,,,,,0.0,
ERR221590,,,,,,0.0,,,,,,0.0,
ERR221591,,,,,,0.0,,,,,,0.0,
ERR221592,,,,,,0.0,,,,,,0.0,
ERR221593,,,,,,0.0,,,,,,0.0,
ERR221595,,,,,,0.0,,,,,,0.0,
ERR221596,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR221597,,,,,,0.0,,,,,,0.0,
ERR221598,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR221599,,,,,,0.0,,,,,,0.0,
ERR221601,,,,,,0.0,,,,,,0.0,
ERR221602,,,,,,0.0,,,,,,0.0,
ERR221606,,,,,,0.0,,,,,,0.0,
ERR221607,,,,,,0.0,,,,,,0.0,
ERR221609,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR221611,,,,,,0.0,,,,,,0.0,0.0
ERR221613,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR221614,,,,,,0.0,,,,,,0.0,
ERR221615,,,,,,0.0,,,,,,0.0,
ERR245646,,,,,,0.0,,,,,,0.0,
ERR245647,,,,,,0.0,,,,,,0.0,
ERR245648,,,,,,0.0,,,,,,0.0,
ERR245649,,,,,,0.0,,,,,,0.0,
ERR245650,,,,,,0.0,,,,,,0.0,
ERR245651,,,,0.0,,1.0,,,,,0.0,0.0,1.0
ERR245652,,,,,,0.0,,,,,0.0,0.0,
ERR245653,,,,,,0.0,,,,,,0.0,
ERR245654,,,,,,0.0,,,,,,0.0,
ERR245655,,,,,,0.0,,,,,,0.0,
ERR245656,,,,,,0.0,,,,,,0.0,
ERR245657,,,,,,0.0,,,,,,0.0,
ERR245658,,,,,,0.0,,,,,,0.0,
ERR245659,,,,,,0.0,,,,,,0.0,
ERR245660,,,,,,0.0,,,,,,0.0,
ERR245661,,,,,,0.0,,,,,,0.0,
ERR245662,,,,,,0.0,,,,,,0.0,
ERR245663,,,,,,0.0,,,,,,0.0,
ERR245664,,,,,,0.0,,,,,,0.0,
ERR245665,,,,,,0.0,,,,,,0.0,
ERR245666,,,,,,0.0,,,,,,0.0,
ERR245667,,,,,,0.0,,,,,,0.0,
ERR245668,,,,,,0.0,,,,,,0.0,
ERR245669,,,,,,0.0,,,,,,0.0,
ERR245670,,,,0.0,,1.0,,,,,,0.0,0.0
ERR245672,,,,,,0.0,,,,,,0.0,
